Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
9,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,10000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,6000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,5000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,20000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,18000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,10000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,8000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,13000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,11000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,11000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,8000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,8000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,8000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,6000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,5000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,6000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,5000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,NZ Super,5000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,4000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,4000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,3000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,3000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,3000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,2000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,1000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Accommodation Supplement,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,1000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,1000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,1000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,1000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,WEP,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,22000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,20000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,19000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,19000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,14000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,17000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,21000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,23000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,24000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,26000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,24000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,29000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,31000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,29000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,29000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,35000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,31000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,39000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Housing Costs,39000,28000
1,Income Quantiles,Household,With children,Taxable Income,Taxable Income,11000,15000
2,Income Quantiles,Household,With children,Taxable Income,Taxable Income,32000,36000
3,Income Quantiles,Household,With children,Taxable Income,Taxable Income,36000,8000
4,Income Quantiles,Household,With children,Taxable Income,Taxable Income,42000,25000
5,Income Quantiles,Household,With children,Taxable Income,Taxable Income,50000,15000
6,Income Quantiles,Household,With children,Taxable Income,Taxable Income,57000,16000
7,Income Quantiles,Household,With children,Taxable Income,Taxable Income,67000,23000
8,Income Quantiles,Household,With children,Taxable Income,Taxable Income,78000,22000
9,Income Quantiles,Household,With children,Taxable Income,Taxable Income,91000,27000
10,Income Quantiles,Household,With children,Taxable Income,Taxable Income,105000,30000
11,Income Quantiles,Household,With children,Taxable Income,Taxable Income,119000,34000
