Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
19,Income Quantiles,Household,Multiple families with children,Taxable Income,IWTC,1000,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,IWTC,0,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,1000,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,BestStart,0,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,FamilyBoost,0,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,3000,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,1000,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,2000,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,9000,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,4000,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,3000,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,6000,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,7000,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,5000,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,6000,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,NZ Super,8000,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,5000,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,7000,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,8000,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,6000,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,6000,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,5000,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,3000,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,3000,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,4000,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,2000,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,2000,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,Accommodation Supplement,1000,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,1000,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,WEP,0,18000
1,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,S,S
2,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,S,S
3,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,S,S
4,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,24000,3000
5,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,21000,3000
6,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,24000,5000
7,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,22000,8000
8,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,25000,6000
9,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,28000,8000
10,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,23000,7000
11,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,29000,9000
12,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,26000,10000
13,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,29000,11000
14,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,27000,11000
15,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,31000,11000
16,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,29000,14000
17,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,37000,17000
18,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,36000,14000
19,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,38000,19000
20,Income Quantiles,Household,Multiple families with children,Taxable Income,Housing Costs,48000,18000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,14000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,31000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,43000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,50000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,57000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,66000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,79000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,92000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,105000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,119000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,134000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,150000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,166000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,185000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,207000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,231000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,263000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,311000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Taxable Income,451000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,5000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,6000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,8000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,12000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,10000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,25000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,40000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,64000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,70000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,86000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,103000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,120000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,133000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,153000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,176000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,202000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,224000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,267000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Wage/Salary Income,371000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,2000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,4000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,6000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,7000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,8000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,9000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,12000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,15000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,17000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,21000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,24000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,28000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,32000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,37000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,42000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,49000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,57000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,70000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Income Tax,117000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,1000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,1000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,1000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,1000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,2000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,2000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,2000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,3000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,3000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,3000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,4000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,4000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,5000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,ACC Levy,6000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,6000,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,9000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,21000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,25000,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,17000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,13000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,13000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,9000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,11000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,9000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,7000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,6000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,6000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,5000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,5000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,3000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,3000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,4000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Core Benefits,3000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,-1000,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,2000,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,1000,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,3000,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,4000,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,3000,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,4000,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,6000,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,4000,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,9000,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,11000,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,9000,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,10000,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,12000,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,18000,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,22000,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,Self-Employment Income,51000,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,WFF,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,FTC,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,MFTC,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,IWTC,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,16000
9,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,19000
10,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,21000
11,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,19000
12,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,24000
13,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,20000
14,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,25000
15,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,25000
16,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,27000
17,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,31000
18,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,33000
19,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,31000
20,Income Quantiles,Household,Multiple families without children,Taxable Income,BestStart,0,28000
1,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,4000
2,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,3000
3,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,S,S
4,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,7000
5,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,10000
6,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,16000
7,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,16000
8,Income Quantiles,Household,Multiple families without children,Taxable Income,FamilyBoost,0,16000
